Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Joining_Date,Monthly_Salary,Performance_Rating,Attendance_Percentage,Promotion_Status,Work_Location,,,Days_Since_Joining,Min-max scaling of performance,min-max scaling of attendance,Scaling for attendance,Value of the Employee,Rating,,,
EMP0948,Zara Banerjee,30,Female,Finance,Coordinator,20/07/25,262399,2,53.1,Promoted,Delhi,,,348,0.25,0.448235294,0.111075234,0.282,Low,,,
EMP0949,Nikhil Kapoor,28,Female,Sales,Team Lead,10/05/25,73703,5,53.4,Not Promoted,Pune,,,419,1,0.451764706,0.134000646,0.662,High,,,
EMP0950,Gitanjali Tiwari,58,Female,Human Resources,Team Lead,18/02/26,180271,5,62.2,Not Promoted,Kochi,,,135,1,0.555294118,0.042298999,0.675,High,,,
EMP0951,Vikram Chopra,27,Male,Marketing,Supervisor,28/11/18,215672,2,54.6,Promoted,Coimbatore,,,2774,0.25,0.465882353,0.894413949,0.444,Low,,,
EMP0953,Komal Kulkarni,29,Male,Research & Development,Manager,19/02/19,112386,5,78.4,Promoted,Coimbatore,,,2691,1,0.745882353,0.86761382,0.897,High,,,
EMP0954,Lokesh Yadav,35,Female,Sales,Supervisor,11/12/19,165283,1,53.5,Not Promoted,Hyderabad,,,2396,0,0.452941176,0.772360349,0.29,Low,,,
EMP0955,Aditya Gupta,51,Unknown,Finance,Team Lead,20/03/20,236699,1,63.1,Not Promoted,Chennai,,,2296,0,0.565882353,0.740071036,0.318,Low,,,
EMP0956,Suresh Sinha,59,Male,Sales,Executive,25/01/22,201678,4,83.2,Not Promoted,Pune,,,1620,0.75,0.802352941,0.521795286,0.72,High,,,
EMP0957,Rohit Mehta,29,Male,Operations,Consultant,14/06/24,98666,2,79.3,Not Promoted,Pune,,,749,0.25,0.756470588,0.240555376,0.4,Low,,,
EMP0958,Mohan Tiwari,48,Female,Marketing,Executive,20/05/22,88208,5,74.8,Promoted,Bengaluru,,,1505,1,0.703529412,0.484662577,0.808,High,,,
EMP0959,Zara Reddy,27,Male,Marketing,Associate,23/11/24,202900,4,64.7,Not Promoted,Kochi,,,587,0.75,0.584705882,0.18824669,0.588,Medium,,,
EMP0960,Shalini Joshi,52,Male,Customer Support,Team Lead,22/02/20,166871,3,97.9,Not Promoted,Bengaluru,,,2323,0.5,0.975294118,0.748789151,0.692,High,,,
EMP0961,Tanvi Jain,24,Female,Human Resources,Supervisor,29/04/26,103962,5,98.4,Not Promoted,Coimbatore,,,65,1,0.981176471,0.01969648,0.798,High,,,
EMP1517,Deepa Chauhan,59,Male,Information Technology,Specialist,16/06/23,174792,1,57.4,Not Promoted,Kolkata,,,1113,0,0.498823529,0.358088473,0.221,Low,,,
EMP0963,Neha Chatterjee,57,Female,Customer Support,Executive,17/05/23,92884,1,95.7,Promoted,Coimbatore,,,1143,0,0.949411765,0.367775266,0.358,Low,,,
EMP0964,Vikram Hegde,47,Female,Logistics,Associate,19/12/25,49415,2,63.5,Not Promoted,Mumbai,,,196,0.25,0.570588235,0.061995479,0.309,Low,,,
EMP0966,Rekha Chopra,30,Female,Logistics,Analyst,01/08/24,44145,3,74.8,Promoted,Bengaluru,,,701,0.5,0.703529412,0.225056506,0.506,Medium,,,
EMP0967,Chirag Nair,39,Male,Administration,Consultant,13/06/22,294439,2,64.9,Promoted,Pune,,,1480,0.25,0.587058824,0.476590249,0.396,Low,,,
EMP0968,Geeta Desai,57,Female,Research & Development,Unknown,31/05/24,226196,2,82.3,Not Promoted,Kolkata,,,763,0.25,0.791764706,0.24507588,0.412,Low,,,
EMP0969,Vikram Kulkarni,40,Male,Research & Development,Supervisor,03/09/22,57566,5,97.4,Not Promoted,Hyderabad,,,1399,1,0.969411765,0.450435906,0.881,High,,,
EMP0970,Harish Agarwal,53,Female,Sales,Engineer,25/03/21,146294,3,88.8,Promoted,Bengaluru,,,1926,0.5,0.868235294,0.620600581,0.635,Medium,,,
EMP0971,Meera Shah,54,Male,Marketing,Specialist,18/12/21,175094,5,96.9,Not Promoted,Kolkata,,,1658,1,0.963529412,0.534065224,0.896,High,,,
EMP0972,Rahul Yadav,43,Female,Research & Development,Team Lead,06/02/18,170287,2,65.2,Promoted,Delhi,,,3069,0.25,0.590588235,0.98966742,0.5,Medium,,,
EMP0973,Usha Kumar,60,Female,Marketing,Manager,25/06/25,190531,2,64.6,Not Promoted,Delhi,,,373,0.25,0.583529412,0.119147562,0.324,Low,,,
EMP0974,Arun Bhatt,22,Male,Logistics,Engineer,03/03/25,237189,3,98.3,Not Promoted,Pune,,,487,0.5,0.98,0.155957378,0.575,Medium,,,
EMP0975,Sangeeta Chatterjee,44,Female,Unknown,Coordinator,13/06/22,123294,1,89.8,Not Promoted,Kolkata,,,1480,0,0.88,0.476590249,0.359,Low,,,
EMP0976,Nikhil Chauhan,25,Male,Operations,Analyst,29/08/18,86955,5,59.7,Not Promoted,Mumbai,,,2865,1,0.525882353,0.923797223,0.843,High,,,
EMP0977,Gaurav Gupta,29,Female,Operations,Manager,19/02/21,169530,5,58.7,Promoted,Kochi,,,1960,1,0.514117647,0.631578947,0.781,High,,,
EMP0978,Arjun Joshi,53,Female,Research & Development,Manager,10/11/25,275558,3,96.9,Promoted,Delhi,,,235,0.5,0.963529412,0.074588311,0.554,Medium,,,
EMP0979,Sachin Menon,37,Female,Customer Support,Team Lead,01/10/21,140048,3,58.1,Promoted,Bengaluru,,,1736,0.5,0.507058824,0.559250888,0.514,Medium,,,
EMP0980,Shalini Yadav,34,Male,Human Resources,Executive,07/01/19,138933,5,54.4,Promoted,Delhi,,,2734,1,0.463529412,0.881498224,0.815,High,,,
EMP1518,Priya Mishra,36,Female,Logistics,Team Lead,18/01/20,118586,3,54.9,Not Promoted,Mumbai,,,2358,0.5,0.469411765,0.76009041,0.543,Medium,,,
EMP0982,Usha Jain,42,Female,Human Resources,Manager,06/03/25,89094,3,67.1,Promoted,Kolkata,,,484,0.5,0.612941176,0.154988699,0.465,Medium,,,
EMP0983,Meera Singh,47,Female,Sales,Team Lead,03/07/18,258258,5,63.9,Not Promoted,Kochi,,,2922,1,0.575294118,0.942202131,0.861,High,,,
EMP0984,Harish Hegde,37,Male,Information Technology,Analyst,02/12/23,165138,4,85.4,Not Promoted,Kolkata,,,944,0.75,0.828235294,0.303519535,0.684,High,,,
EMP0985,Anjali Pandey,54,Male,Human Resources,Analyst,07/12/24,162596,4,99.8,Unknown,Kolkata,,,573,0.75,0.997647059,0.183726187,0.711,High,,,
EMP0986,Amit Mehta,33,Male,Human Resources,Coordinator,13/03/24,24448,4,77.5,Not Promoted,Mumbai,,,842,0.75,0.735294118,0.270584437,0.65,High,,,
EMP0987,Chirag Chauhan,38,Female,Operations,Engineer,21/03/20,178044,4,71.9,Not Promoted,Kochi,,,2295,0.75,0.669411765,0.739748143,0.724,High,,,
EMP0988,Rajan Chopra,44,Male,Customer Support,Analyst,28/08/20,43197,3,53.5,Promoted,Chennai,,,2135,0.5,0.452941176,0.688085244,0.523,Medium,,,
EMP0989,Tanvi Sinha,32,Female,Sales,Team Lead,24/11/25,162497,4,79.7,Not Promoted,Hyderabad,,,221,0.75,0.761176471,0.070067808,0.617,Medium,,,
EMP0990,Shivam Kapoor,54,Female,Administration,Analyst,21/10/18,103245,2,74.8,Not Promoted,Ahmedabad,,,2812,0.25,0.703529412,0.906683888,0.517,Medium,,,
EMP0991,Esha Verma,39,Female,Administration,Analyst,18/08/23,221849,2,57.3,Not Promoted,Ahmedabad,,,1050,0.25,0.497647059,0.337746206,0.342,Low,,,
EMP0992,Pankaj Kapoor,30,Male,Information Technology,Associate,19/02/19,229589,1,68.9,Not Promoted,Kolkata,,,2691,0,0.634117647,0.86761382,0.364,Low,,,
EMP0993,Esha Singh,45,Male,Information Technology,Executive,03/09/19,282849,1,79.7,Promoted,Coimbatore,,,2495,0,0.761176471,0.804326768,0.389,Low,,,
EMP0994,Rahul Jain,48,Male,Finance,Supervisor,25/06/22,134214,1,52.2,Not Promoted,Bengaluru,,,1469,0,0.437647059,0.473038424,0.226,Low,,,
EMP0995,Nisha Das,36,Female,Finance,Specialist,16/02/26,105260,1,91.7,Not Promoted,Mumbai,,,137,0,0.902352941,0.042944785,0.279,Low,,,
EMP0996,Sachin Gandhi,22,Male,Finance,Engineer,27/03/19,130610,5,62.3,Not Promoted,Kolkata,,,2655,1,0.556470588,0.855989667,0.838,High,,,
EMP0997,Meera Chauhan,41,Male,Administration,Consultant,17/10/22,117542,2,57.2,Promoted,Chennai,,,1355,0.25,0.496470588,0.436228608,0.361,Low,,,
EMP0998,Ananya Hegde,26,Female,Information Technology,Executive,13/05/24,280556,3,69.8,Not Promoted,Bengaluru,,,781,0.5,0.644705882,0.250887956,0.494,Medium,,,
EMP0999,Harish Gandhi,25,Female,Research & Development,Associate,04/06/24,80490,5,96.7,Not Promoted,Kochi,,,759,1,0.961176471,0.243784307,0.837,High,,,
EMP1000,Neha Iyer,53,Male,Human Resources,Executive,23/08/24,240445,4,50.8,Not Promoted,Hyderabad,,,679,0.75,0.421176471,0.217952858,0.545,Medium,,,
EMP1001,Rekha Kapoor,41,Male,Human Resources,Manager,18/09/18,20399,5,56.4,Not Promoted,Delhi,,,2845,1,0.487058824,0.917339361,0.83,High,,,
EMP1002,Shalini Patel,25,Male,Operations,Team Lead,16/03/26,145684,1,74.2,Not Promoted,Coimbatore,,,109,0,0.696470588,0.033903778,0.216,Low,,,
EMP1003,Neha Yadav,51,Male,Marketing,Associate,31/07/18,22078,2,71.3,Not Promoted,Hyderabad,,,2894,0.25,0.662352941,0.933161124,0.51,Medium,,,
EMP1004,Shivam Kapoor,44,Male,Sales,Team Lead,19/05/22,154269,2,91.3,Promoted,Coimbatore,,,1506,0.25,0.897647059,0.48498547,0.491,Medium,,,
EMP1005,Vishal Hegde,48,Female,Administration,Executive,08/03/26,177134,3,95.3,Promoted,Kolkata,,,117,0.5,0.944705882,0.036486923,0.541,Medium,,,
EMP1006,Divya Gupta,46,Female,Human Resources,Consultant,20/08/22,71634,4,77.7,Promoted,Delhi,,,1413,0.75,0.737647059,0.454956409,0.687,High,,,
EMP1007,Jai Banerjee,39,Female,Operations,Supervisor,08/08/18,81132,3,87.5,Not Promoted,Hyderabad,,,2886,0.5,0.852941176,0.930577979,0.692,High,,,
EMP1008,Jai Singh,39,Female,Finance,Associate,22/09/23,236159,3,71.4,Not Promoted,Kochi,,,1015,0.5,0.663529412,0.326444947,0.514,Medium,,,
EMP1009,Sangeeta Desai,22,Male,Finance,Consultant,19/07/23,61340,1,81.2,Not Promoted,Kochi,,,1080,0,0.778823529,0.347433,0.303,Low,,,
EMP1010,Hemant Kulkarni,32,Female,Finance,Supervisor,16/01/25,121501,3,91.8,Promoted,Coimbatore,,,533,0.5,0.903529412,0.170810462,0.555,Medium,,,
EMP1011,Swati Rajan,26,Female,Sales,Team Lead,23/09/18,170203,1,75.7,Not Promoted,Hyderabad,,,2840,0,0.714117647,0.915724895,0.397,Low,,,
EMP1012,Vinay Kumar,32,Male,Marketing,Supervisor,06/11/23,152978,5,88.4,Not Promoted,Ahmedabad,,,970,1,0.863529412,0.311914756,0.821,High,,,
EMP1013,Pankaj Mehta,24,Female,Sales,Manager,29/10/24,72951,2,54.8,Not Promoted,Pune,,,612,0.25,0.468235294,0.196319018,0.305,Low,,,
EMP1014,Nisha Rajan,39,Female,Sales,Consultant,17/08/18,156229,1,62.2,Promoted,Delhi,,,2877,0,0.555294118,0.927671941,0.352,Low,,,
EMP1016,Neha Jain,58,Female,Customer Support,Analyst,08/04/22,98967,4,89.4,Not Promoted,Kolkata,,,1547,0.75,0.875294118,0.498224088,0.737,High,,,
EMP1505,Harish Menon,41,Female,Marketing,Specialist,09/08/25,182152,4,58.5,Not Promoted,Pune,,,328,0.75,0.511764706,0.104617372,0.549,Medium,,,
EMP1018,Usha Naik,53,Female,Administration,Engineer,25/08/24,180087,1,50.7,Not Promoted,Bengaluru,,,677,0,0.42,0.217307071,0.169,Low,,,
EMP1019,Rekha Gupta,24,Male,Operations,Manager,21/02/18,126141,3,74.1,Promoted,Bengaluru,,,3054,0.5,0.695294118,0.984824023,0.656,High,,,
EMP1020,Vikram Bose,23,Female,Operations,Specialist,25/11/21,95374,2,62.5,Promoted,Chennai,,,1681,0.25,0.558823529,0.541491766,0.401,Low,,,
EMP1021,Seema Bhatt,33,Male,Marketing,Consultant,26/11/19,181288,2,79.7,Not Promoted,Delhi,,,2411,0.25,0.761176471,0.777203746,0.509,Medium,,,
EMP1023,Chirag Iyer,39,Male,Research & Development,Analyst,31/08/23,297483,5,51.6,Promoted,Hyderabad,,,1037,1,0.430588235,0.333548595,0.696,High,,,
EMP1025,Zara Gandhi,43,Female,Customer Support,Associate,06/02/18,95556,1,93,Not Promoted,Bengaluru,,,3069,0,0.917647059,0.98966742,0.473,Medium,,,
EMP1026,Hemant Iyer,36,Female,Finance,Team Lead,22/01/21,191038,3,62.1,Promoted,Pune,,,1988,0.5,0.554117647,0.640619955,0.544,Medium,,,
EMP1027,Sachin Chauhan,22,Female,Human Resources,Supervisor,21/01/22,241964,1,81.2,Not Promoted,Delhi,,,1624,0,0.778823529,0.523086858,0.338,Low,,,
EMP1028,Rajan Chatterjee,22,Female,Human Resources,Consultant,07/06/23,133878,4,74.4,Not Promoted,Chennai,,,1122,0.75,0.698823529,0.360994511,0.657,High,,,
EMP1029,Farhan Gandhi,35,Male,Human Resources,Engineer,23/06/20,94040,5,77.3,Not Promoted,Kolkata,,,2201,1,0.732941176,0.70939619,0.862,High,,,
EMP1030,Shalini Pandey,28,Male,Information Technology,Coordinator,21/08/23,234506,1,73.8,Promoted,Delhi,,,1047,0,0.691764706,0.336777527,0.275,Low,,,
EMP1031,Akash Sinha,57,Male,Logistics,Team Lead,14/04/20,254552,2,97.8,Promoted,Hyderabad,,,2271,0.25,0.974117647,0.731998708,0.564,Medium,,,
EMP1032,Priya Pillai,47,Female,Information Technology,Associate,26/10/18,34166,4,74.9,Promoted,Mumbai,,,2807,0.75,0.704705882,0.905069422,0.767,High,,,
EMP1033,Manish Kapoor,31,Female,Operations,Executive,25/08/24,68294,3,86.9,Promoted,Delhi,,,677,0.5,0.845882353,0.217307071,0.547,Medium,,,
EMP1034,Jai Sharma,49,Female,Sales,Consultant,16/10/25,106311,4,77.8,Promoted,Delhi,,,260,0.75,0.738823529,0.082660639,0.613,Medium,,,
EMP1519,Radha Shah,46,Male,Finance,Manager,06/04/25,274858,5,74.8,Not Promoted,Ahmedabad,,,453,1,0.703529412,0.144979012,0.74,High,,,
EMP1036,Vikram Chauhan,47,Male,Human Resources,Manager,22/04/20,104683,4,85.7,Promoted,Ahmedabad,,,2263,0.75,0.831764706,0.729415563,0.77,High,,,
EMP1037,Vikram Chatterjee,43,Female,Logistics,Specialist,21/12/18,261610,5,87.1,Not Promoted,Kochi,,,2751,1,0.848235294,0.886987407,0.932,High,,,
EMP1038,Gitanjali Rajan,48,Female,Logistics,Specialist,25/10/24,243454,3,94.7,Not Promoted,Hyderabad,,,616,0.5,0.937647059,0.197610591,0.571,Medium,,,
EMP1039,Lakshmi Mishra,25,Male,Finance,Supervisor,06/07/21,129525,4,70.9,Not Promoted,Coimbatore,,,1823,0.75,0.657647059,0.58734259,0.69,High,,,
EMP1040,Mohan Menon,50,Female,Research & Development,Analyst,01/02/22,233720,4,51.7,Not Promoted,Ahmedabad,,,1613,0.75,0.431764706,0.519535034,0.608,Medium,,,
EMP1041,Vijay Gandhi,29,Female,Customer Support,Consultant,04/02/24,38235,3,51.4,Not Promoted,Pune,,,880,0.5,0.428235294,0.282854375,0.435,Low,,,
EMP1042,Arun Pillai,30,Female,Information Technology,Manager,18/01/24,34375,4,76.6,Not Promoted,Mumbai,,,897,0.75,0.724705882,0.288343558,0.65,High,,,
EMP1043,Jai Krishnan,40,Male,Operations,Engineer,23/03/23,250621,5,63.3,Promoted,Ahmedabad,,,1198,1,0.568235294,0.385534388,0.748,High,,,
EMP1044,Usha Chatterjee,44,Male,Sales,Specialist,01/08/21,162596,5,81.4,Not Promoted,Bengaluru,,,1797,1,0.781176471,0.578947368,0.85,High,,,
EMP1045,Pooja Agarwal,45,Unknown,Marketing,Consultant,17/12/21,231842,4,69,Promoted,Coimbatore,,,1659,0.75,0.635294118,0.534388118,0.672,High,,,
EMP1046,Indira Naik,39,Female,Information Technology,Specialist,05/01/25,261803,3,96.3,Promoted,Kochi,,,544,0.5,0.956470588,0.174362286,0.572,Medium,,,
EMP1047,Rajan Shah,39,Male,Information Technology,Engineer,13/06/19,178965,3,61.4,Not Promoted,Pune,,,2577,0.5,0.545882353,0.830804004,0.58,Medium,,,
EMP1048,Nisha Kumar,60,Male,Customer Support,Team Lead,19/11/20,84774,3,97.8,Not Promoted,Kolkata,,,2052,0.5,0.974117647,0.661285115,0.674,High,,,
EMP1049,Shivam Iyer,58,Female,Logistics,Team Lead,18/09/25,106462,1,78.5,Promoted,Delhi,,,288,0,0.747058824,0.091701647,0.242,Low,,,
EMP1050,Jai Patel,40,Female,Logistics,Consultant,03/03/20,296751,4,55.7,Not Promoted,Delhi,,,2313,0.75,0.478823529,0.74556022,0.668,High,,,
EMP1051,Nisha Sinha,25,Male,Administration,Engineer,23/03/19,41455,1,79.1,Not Promoted,Kochi,,,2659,0,0.754117647,0.85728124,0.398,Low,,,
EMP1052,Manish Tiwari,50,Female,Human Resources,Analyst,06/11/24,110319,5,81.7,Not Promoted,Pune,,,604,1,0.784705882,0.193735873,0.774,High,,,
EMP1053,Manish Mukherjee,28,Male,Logistics,Manager,19/09/24,169955,5,55.8,Unknown,Hyderabad,,,652,1,0.48,0.209234743,0.686,High,,,
EMP1054,Deepak Lal,46,Female,Logistics,Executive,31/03/20,119190,4,89.1,Not Promoted,Pune,,,2285,0.75,0.871764706,0.736519212,0.784,High,,,
EMP1055,Meera Hegde,45,Male,Operations,Analyst,20/09/23,226744,3,58.6,Not Promoted,Bengaluru,,,1017,0.5,0.512941176,0.327090733,0.469,Medium,,,
EMP1056,Rahul Kapoor,38,Male,Sales,Specialist,26/05/18,203799,4,74.8,Not Promoted,Coimbatore,,,2960,0.75,0.703529412,0.95447207,0.777,High,,,
EMP1058,Arjun Bhatt,30,Male,Customer Support,Coordinator,13/12/24,129673,1,71.1,Not Promoted,Chennai,,,567,0,0.66,0.181788828,0.234,Low,,,
EMP1059,Vijay Desai,30,Female,Human Resources,Coordinator,06/05/21,52455,2,51.8,Not Promoted,Coimbatore,,,1884,0.25,0.432941176,0.60703907,0.376,Low,,,
EMP1354,Swati Gandhi,38,Female,Sales,Specialist,06/11/23,288827,1,92.1,Not Promoted,Ahmedabad,,,970,0,0.907058824,0.311914756,0.335,Low,,,
EMP1061,Deepak Sharma,56,Male,Logistics,Team Lead,22/07/23,268640,5,93.9,Not Promoted,Kolkata,,,1077,1,0.928235294,0.34646432,0.848,High,,,
EMP1062,Sachin Banerjee,33,Female,Human Resources,Coordinator,21/11/22,49459,5,97.4,Promoted,Pune,,,1320,1,0.969411765,0.424927349,0.876,High,,,
EMP1063,Aditya Agarwal,60,Female,Marketing,Engineer,26/09/18,175566,2,95.9,Not Promoted,Coimbatore,,,2837,0.25,0.951764706,0.914756216,0.593,Medium,,,
EMP1064,Priya Reddy,42,Female,Finance,Engineer,23/10/21,94169,3,79.6,Not Promoted,Coimbatore,,,1714,0.5,0.76,0.552147239,0.588,Medium,,,
EMP1065,Shivam Tiwari,27,Male,Sales,Executive,13/11/23,144480,3,82.8,Promoted,Pune,,,963,0.5,0.797647059,0.309654504,0.551,Medium,,,
EMP1066,Divya Iyer,49,Male,Finance,Executive,20/04/24,174290,4,98.8,Not Promoted,Mumbai,,,804,0.75,0.985882353,0.258314498,0.722,High,,,
EMP1067,Swati Rao,49,Female,Finance,Supervisor,28/10/23,123681,2,72,Promoted,Coimbatore,,,979,0.25,0.670588235,0.314820794,0.389,Low,,,
EMP1068,Aarav Lal,41,Female,Logistics,Executive,04/08/25,39774,1,88.2,Not Promoted,Pune,,,333,0,0.861176471,0.106231837,0.28,Low,,,
EMP1069,Rohit Kumar,32,Male,Logistics,Team Lead,13/09/23,186352,4,90.7,Promoted,Pune,,,1024,0.75,0.890588235,0.329350985,0.708,High,,,
EMP1070,Pooja Rajan,49,Female,Research & Development,Associate,07/10/22,129867,2,84.6,Not Promoted,Kochi,,,1365,0.25,0.818823529,0.43945754,0.459,Medium,,,
EMP1071,Deepa Desai,36,Female,Marketing,Supervisor,14/03/24,296968,1,94.9,Promoted,Kochi,,,841,0,0.94,0.270261543,0.336,Low,,,
EMP1072,Chirag Verma,23,Female,Sales,Team Lead,13/04/25,162596,3,88.2,Not Promoted,Kolkata,,,446,0.5,0.861176471,0.14271876,0.537,Medium,,,
EMP1073,Rahul Lal,25,Male,Operations,Analyst,27/07/24,288127,2,88.6,Promoted,Kochi,,,706,0.25,0.865882353,0.226670972,0.43,Low,,,
EMP1074,Neha Agarwal,45,Male,Administration,Engineer,12/02/21,209490,5,89.8,Not Promoted,Chennai,,,1967,1,0.88,0.633839199,0.891,High,,,
EMP1075,Suresh Nair,50,Male,Operations,Consultant,07/11/24,146857,1,50,Not Promoted,Coimbatore,,,603,0,0.411764706,0.19341298,0.162,Low,,,
EMP1076,Lakshmi Gandhi,50,Female,Customer Support,Specialist,19/04/22,88741,4,99.1,Not Promoted,Kolkata,,,1536,0.75,0.989411765,0.494672263,0.771,High,,,
EMP1077,Amit Chopra,41,Female,Logistics,Consultant,01/06/23,108516,2,83.6,Not Promoted,Bengaluru,,,1128,0.25,0.807058824,0.36293187,0.44,Low,,,
EMP1078,Sanjay Pandey,53,Male,Logistics,Consultant,10/04/23,162596,4,89.6,Not Promoted,Mumbai,,,1180,0.75,0.877647059,0.379722312,0.714,High,,,
EMP1079,Esha Iyer,57,Male,Customer Support,Consultant,15/02/22,175611,3,93.2,Promoted,Kolkata,,,1599,0.5,0.92,0.51501453,0.629,Medium,,,
EMP1080,Mohan Patel,41,Female,Marketing,Team Lead,13/08/23,260493,3,67.1,Not Promoted,Chennai,,,1055,0.5,0.612941176,0.339360672,0.502,Medium,,,
EMP1081,Pooja Hegde,50,Male,Finance,Supervisor,14/08/23,185365,4,94.1,Not Promoted,Kochi,,,1054,0.75,0.930588235,0.339037778,0.722,High,,,
EMP1082,Harish Bose,48,Male,Research & Development,Executive,02/04/19,37218,5,87.2,Promoted,Pune,,,2649,1,0.849411765,0.854052309,0.926,High,,,
EMP1083,Komal Gupta,34,Male,Administration,Team Lead,12/05/21,179531,5,56.4,Not Promoted,Bengaluru,,,1878,1,0.487058824,0.605101711,0.767,High,,,
EMP1084,Komal Rajan,28,Female,Human Resources,Coordinator,12/08/18,78169,4,98,Promoted,Pune,,,2882,0.75,0.976470588,0.929286406,0.854,High,,,
EMP1085,Sunita Joshi,43,Female,Research & Development,Manager,12/10/24,102324,5,54.4,Not Promoted,Hyderabad,,,629,1,0.463529412,0.201808201,0.679,High,,,
EMP1086,Pankaj Banerjee,49,Male,Marketing,Associate,26/03/20,20962,5,82.1,Not Promoted,Coimbatore,,,2290,1,0.789411765,0.738133678,0.884,High,,,
EMP1087,Sangeeta Tiwari,52,Female,Finance,Specialist,13/12/18,295347,1,82.5,Not Promoted,Hyderabad,,,2759,0,0.794117647,0.889570552,0.416,Low,,,
EMP1088,Bhavna Chatterjee,25,Female,Customer Support,Executive,01/08/20,142484,5,70.1,Not Promoted,Mumbai,,,2162,1,0.648235294,0.696803358,0.834,High,,,
EMP1089,Akash Rao,60,Female,Information Technology,Associate,28/07/25,172996,4,88.6,Not Promoted,Ahmedabad,,,340,0.75,0.865882353,0.108492089,0.656,High,,,
EMP1090,Lokesh Lal,24,Female,Human Resources,Team Lead,21/04/23,211572,5,66.4,Not Promoted,Ahmedabad,,,1169,1,0.604705882,0.376170488,0.757,High,,,
EMP1091,Akash Iyer,58,Female,Operations,Analyst,07/05/23,161065,5,80.6,Not Promoted,Kochi,,,1153,1,0.771764706,0.371004198,0.806,High,,,
EMP1092,Ananya Kulkarni,23,Female,Customer Support,Analyst,28/02/20,219053,1,84.8,Promoted,Kolkata,,,2317,0,0.821176471,0.746851792,0.396,Low,,,
EMP1093,Zara Mehta,51,Female,Operations,Manager,05/02/25,283754,2,76.2,Not Promoted,Bengaluru,,,513,0.25,0.72,0.164352599,0.374,Low,,,
EMP1094,Harish Naik,50,Female,Administration,Engineer,14/06/18,299596,2,91,Not Promoted,Coimbatore,,,2941,0.25,0.894117647,0.9483371,0.583,Medium,,,
EMP1095,Usha Pandey,51,Male,Operations,Coordinator,10/09/25,59375,5,65,Not Promoted,Hyderabad,,,296,1,0.588235294,0.094284792,0.695,High,,,
EMP1096,Seema Chopra,58,Female,Human Resources,Analyst,06/05/26,281887,1,88,Promoted,Kochi,,,58,0,0.858823529,0.017436229,0.261,Low,,,
EMP1097,Hemant Pillai,22,Female,Human Resources,Manager,14/04/24,35287,3,74.8,Not Promoted,Chennai,,,810,0.5,0.703529412,0.260251857,0.513,Medium,,,
EMP1098,Anjali Gupta,33,Male,Marketing,Associate,07/10/20,188575,1,96.8,Not Promoted,Pune,,,2095,0,0.962352941,0.675169519,0.424,Low,,,
EMP1099,Esha Bose,47,Male,Sales,Consultant,01/12/24,186083,1,57,Promoted,Kochi,,,579,0,0.494117647,0.185663545,0.185,Low,,,
EMP1100,Neha Chauhan,32,Male,Human Resources,Supervisor,05/09/23,195350,2,89.5,Not Promoted,Pune,,,1032,0.25,0.876470588,0.33193413,0.454,Low,,,
EMP1101,Chirag Kulkarni,24,Female,Marketing,Specialist,27/05/23,256896,4,66.7,Not Promoted,Kolkata,,,1133,0.75,0.608235294,0.364546335,0.63,Medium,,,
EMP1102,Chirag Lal,30,Male,Information Technology,Coordinator,20/06/26,60198,5,51.6,Not Promoted,Mumbai,,,13,1,0.430588235,0.002906038,0.63,Medium,,,
EMP1103,Sunita Bhatt,33,Male,Sales,Engineer,18/08/25,297417,5,98.2,Not Promoted,Chennai,,,319,1,0.978823529,0.101711334,0.814,High,,,
EMP1104,Usha Kulkarni,23,Female,Research & Development,Coordinator,10/02/21,145395,1,92.2,Not Promoted,Mumbai,,,1969,0,0.908235294,0.634484985,0.399,Low,,,
EMP1105,Rohit Yadav,49,Female,Sales,Executive,16/05/22,228667,2,54.8,Promoted,Chennai,,,1509,0.25,0.468235294,0.485954149,0.363,Low,,,
EMP1106,Esha Hegde,51,Female,Human Resources,Team Lead,20/10/20,136025,2,72,Not Promoted,Chennai,,,2082,0.25,0.670588235,0.670971908,0.46,Medium,,,
